id,trigger,conditions,script,text,options,notes
kweenpeopleresponsemannbetrayed,DialogOptionSelected,"$option == kweenpeoplemann
$player.sfcmannbetrayed",,"""Mannfred seems different these days. He definitely doesn't seem to smile as much as before. Did you do something to him, $PlayerName?""",,
kweenpeopleresponsebalashi,DialogOptionSelected,"$option == kweenpeoplebalashi",,"""Poor, poor Balashi. Always so quick to praise Andrada that he doesn't realize what a fool he's making of himself. But he's always so resilient. Maybe that's why Andrada keeps him around. Someone who's such a clown like him is definitely making someone laugh. I know I am when I see his antics.""",,
kweenpeopleresponsebaird,DialogOptionSelected,"$option == kweenpeoplebaird",,"""The Provost of Galatia Academy is definitely not someone you want to cross. But I admire Baird. Though I prefer more direct methods when dealing with problems, I still appreciate someone willing to do what it takes to advance the sciences. A shame I've been barred from the Academy for over twenty cycles now, I would have loved to meet the new Provost.""",,
kweenpeopleresponsekanta,DialogOptionSelected,"$option == kweenpeoplekanta",,"""So, you've met the infamous Jorien Kanta herself? Imagine all the secrets hidden behind that aging mind. To think that she's been alive since the near the start of the Collapse... Ah, but I couldn't do it. All that cybernetics, all those replacement parts... she may be alive, but is she still human underneath it all?""",,
kweenpeopleresponseisceleste,DialogOptionSelected,"$option == kweenpeopleisceleste",,"""Hrmm... Caeda, Caeda, Caeda Celeste... where have I heard that name before? I might have heard that name around back during my time in the Galatia Academy. Or was it somewhere else? Oh whatever, whoever that may be, she surely sounds like such a bore.""",,
kweenpeopleresponsesfcruni,DialogOptionSelected,"$option == kweenpeoplesfcruni","$player.askedaboutruni1 = true","""Yunifer?"" Kween sighs as you mention the name. ""Must you really insist on asking about her? Very well, very well, if you must insist.""

""Yunifer was supposed to Captain the Iapetus IS-20000. She worked quite hard to make sure she would be capable of handling such a command. Unfortunately, the Sindrian Fuel Company decided to dash those dreams. And now she's nothing more than another one of my assistants. A real bore, she is. You know, she asks a lot about you, always asking me how the IS-20000 is doing. Ah, she's so annoying.",,
kweenpeopleresponsereturn,DialogOptionSelected,"$option == kweenpeoplereturn","FireAll PopulateKweenOptions",,,
"#END sfckweenpeopletreeresponse",,,,,,
,,,,,,
# sfckweenpeopletree,,,,,,
kweenpeopleme,PopulateKweenPeopleOptions,"$id == sfckween score:1000",,,"kweenpeopleplayer:""... Me.""",
kweenpeopleandrada,PopulateKweenPeopleOptions,"$id == sfckween score:1000",,,"kweenpeopleandrada:""... the President Executive, Phillip Andrada.""",
kweenpeoplemann,PopulateKweenPeopleOptions,"$id == sfckween score:1000
$player.metsfcmann",,,"kweenpeoplemann:""... Lead Developer Mannfred.""",
kweenpeoplebalashi,PopulateKweenPeopleOptions,"$id == sfckween score:1000
$player.gotAndradaBook",,,"kweenpeoplebalashi:""... Assistant Secretary Balashi.""",
kweenpeoplebaird,PopulateKweenPeopleOptions,"$id == sfckween score:1000
$global.metBaird",,,"kweenpeoplebaird:""... Provost Baird.""",
kweenpeoplekanta,PopulateKweenPeopleOptions,"$id == sfckween score:1000
$player.metKanta",,,"kweenpeoplekanta:""... Jorien Kanta.""",
kweenpeopleisceleste,PopulateKweenPeopleOptions,"$id == sfckween score:1000
$player.metEISCeleste",,,"kweenpeopleisceleste:""... Caeda Celeste.""",
kweenpeoplesfcruni,PopulateKweenPeopleOptions,"$id == sfckween score:1000
$player.metsfcruni
!$global.runirepurposed",,,"kweenpeoplesfcruni:""... Yunifer Runi.""",
kweenpeoplereturn,PopulateKweenPeopleOptions,"$id == sfckween score:1000","SetShortcut kweenpeoplereturn ""ESCAPE""",,"kweenpeoplereturn:""... Nevermind.""",
"#END sfckweenpeopletree",,,,,,
,,,,,,
# sfckweendialoguetree,,,,,,
convokweenStart,PopulateOptions,"$id == sfckween score:1000",,,"conversekween:Converse",
convokweenList,DialogOptionSelected,"$option == conversekween","FireAll PopulateKweenOptions",,,
convokweenoption1,PopulateKweenOptions,"!$askedCommissionedKween
$id == sfckween score:1000
RepGTE $faction.id WELCOMING
$faction.id == sindrian_diktat",,,"kweenOptionCommissioned:""Is there anything I can help you with?""",
sfckweensierrastarta,PopulateKweenOptions,"$id == sfckween score:1000
sfcsierra
!$sfckweenmetsierra
!$global.sfcsierraconvincedmannfred","SetOptionColor sfcsierrakweenstart ""205,155,255,255""",,"sfcsierrakweenstart:Introduce Sierra to Yunris Kween",
sfckweensierrastartb,PopulateKweenOptions,"$id == sfckween score:1000
sfcsierra
!$sfckweenmetsierra
$global.sfcsierraconvincedmannfred","SetOptionColor sfcsierrakweenstart ""205,155,255,255""
sfcoptionconfirm sfcsierrakweenstart ""Do you really wish to introduce Sierra to Kween?"" ""Yes."" ""No.""",,"sfcsierrakweenstart:Introduce Sierra to Yunris Kween",
sfckweenmayflystart1,PopulateKweenOptions,"$player.askedsfcspying
!$player.sfctoldsfcaboutmayfly
$id == sfckween score:1000","sfcoptionconfirm sfckweenmayflystart ""Do you wish to inform Yunris Kween about Mayfly?"" ""Yes."" ""No.""",,"sfckweenmayflystart:Inform Kween about Mayfly.",
sfckweenmayflymissionsuccess,PopulateKweenOptions,"$player.sfckweenmayflysuccess
!$player.sfcmayflyboom
$id == sfckween score:1000",,,"sfckweenmayflysuccess:Inform Kween about the mission for Mayfly.",
sfckweenmayflymissionfail,PopulateKweenOptions,"$player.sfckweenmayflyfailed
$id == sfckween score:1000",,,"sfckweenmayflyfail:Inform Kween about the mission for Mayfly.",
sfckweenmayflymissionfailb,PopulateKweenOptions,"$player.sfckweenmayflysuccess
$player.sfcmayflyboom
$id == sfckween score:1000",,,"sfckweenmayflyfail:Inform Kween about the mission for Mayfly.",
convoKweenChat,PopulateKweenOptions,"$id == sfckween score:1000",,,"chatkween:Chat",
convoKweenChatResponses,DialogOptionSelected,"$option == chatkween",,"""People keep telling me why I keep researching different ways to make bigger and better ships. Oh I hear them saying it over and over again, ""Why do we need one of these bigger ships when several of these smaller ships will do?"" Well why shouldn't I work on making bigger and better ships? You think the Iapetus is the largest ship I've ever worked on? Ha, those fools have no idea...""
OR
""As much as all the lobster you can eat is delicious, I could really go for something else. You can only eat so much lobster before you start getting mildly sick of it. Of course, don't tell Balashi, or he might end up having a heart attack. Or maybe you should. Would at least shut him up for a day or two.""
OR
""Mind getting me something nice to research next time you explore the sector fringe? I hear there's some nice Domain era stuff just waiting to be scrounged up. Safety? Oh you're concerned about your safety? You should be more like me and kick safety to the curb. Being safe didn't get us anywhere but nowhere.""
OR
""Hey, next time you see a bunch of Pathers flying around in those stupid looking ships they dare call a Prometheus, mind shoving a Reaper  down their collective throats? Those Pathers wouldn't know good taste if it crawled down their necks.""
OR
""Oh, I've got some research I've been doing lately and I could use someone to help me. Don't worry, I've only maimed like only 25% of all the volunteers assisting me. Besides, it was their fault anyway for not being able to move fast enough.""
",,
convokweenoption1.2,PopulateKweenOptions,"!$kweenhullmodget
$id == sfckween score:1000
sfcreltrack 25 100",,,"kweenOptionhullmod:""So, what kind of research are you working on here?""",
convokweenoption1.3de,PopulateKweenOptions,"sfccheckmodid ""Diktat Enhancement"" score:1000
!$kweeniapetusship
$id == sfckween score:1000
sfcreltrack 95 100",,,"kweenOptioniapetusde:""So, what kind of ships have you worked on for the Company?""",
convokweenoption1.3,PopulateKweenOptions,"!sfccheckmodid ""Diktat Enhancement"" score:1000
!$kweeniapetusship
$id == sfckween score:1000
sfcreltrack 95 100
",,,"kweenOptioniapetus:""So, what kind of ships have you worked on for the Company?""",
convokweenoption2,PopulateKweenOptions,"$id == sfckween score:1000",,,"kweenOptionPeople:""What do you think about...""",
convokweenoption2.1,PopulateKweenOptions,"!$sfckweengifted
$id == sfckween score:1000
sfcreltrack 10 100",,,"kweenOptionGift:""Would you like...""",
convokweenoption2.2,PopulateKweenOptions,"$sfckweengifted
sfcreltrack 10 100","sfcwaittime ""$sfckweengifted"" ""$sfckweengiftedDGS""
SetTooltip kweenOptionGift2 ""You've recently given a gift. Please wait for $sfckweengiftedDGS.""
SetTooltipHighlights kweenOptionGift2 $sfckweengiftedDGS
SetEnabled kweenOptionGift2 false",,"kweenOptionGift2:""Would you like...""",
convokweenoption2.3,PopulateKweenOptions,"!$sfckweentalk
$id == sfckween score:1000",,,"kweenOptiontalk:Say something else...",
convokweenoption2.4,PopulateKweenOptions,"$sfckweentalk
$id == sfckween score:1000","sfcwaittime ""$sfckweentalk"" ""$sfckweentalkDGS""
SetTooltip kweenOptiontalk2 ""You've recently done this option. Please wait for $sfckweentalkDGS.""
SetTooltipHighlights kweenOptiontalk2 $sfckweentalkDGS
SetEnabled kweenOptiontalk2 false",,"kweenOptiontalk2:Say something else...",
convokweenoption3,PopulateKweenOptions,"$id == sfckween score:1000","SetShortcut kweenOptionMenu ""ESCAPE""",,"kweenOptionMenu:Return",
kweenhighrelations,DialogOptionSelected,"$option == kweenOptionCommissioned
$id == sfckween score:1000","sfcaddcontact
$askedCommissionedKween = true
FireAll PopulateKweenOptions","$Post $PersonName perks up slightly as you notice $himOrHer shifting closer to the view screen.

""Oh, you're offering your help? Well that's good, it's so rare to find someone so willing to help advance the cause of science. You know, our predecessors didn't care about safety regulations when they were blazing the scientific frontier. Now? There's all these 'rules' and 'regulations' on what can and can't be done."" $PersonName let's out a sigh. ""At least here my genius is recognized and left unconstrained, unlike all those unfortunates elsewhere in the Persean Sector. Ah, to think how much research is stifled by know-nothing know it alls.""

The $Post shifts $hisOrHer attention to something out of view as you receive contact details on your datapad.

""Well now, $PlayerName, I expect good things from you! We'll make sure that we'll reach that wondrous scientific horizon and damn anyone who dares get in our way.""",,
kweenhullmod,DialogOptionSelected,"$option == kweenOptionhullmod","$kweenhullmodget = true
FireAll PopulateOptions
sfcaddhullmod sfcantiengine","""Well I'm currently working on improving ship engines with antimatter. A few ship designs have them already installed, but I'm trying to make them more readily adaptable to other ships in the fleet. Since you've been such a help, why don't you help yourself to the design specs? I could use more people testing the engines out. Just don't expect me to reimburse you if you end up destroying your ships in the process.""",,
kweeniapetusde,DialogOptionSelected,"$option == kweenOptioniapetusde","FireAll PopulateKweenIapetusOptions","$personLastName's eyes seem to gleam with an eerie glow as that smile on her face twists into a wicked grin.

""Why yes indeed, and I must say there is quite the masterpiece that I have had quite the pleasure of working on. Yet it seems that despite all my hardwork, it has all just gone to waste.""

Kween glances away for a moment. ""Tell me, are you familiar with the Iapetus IS-20000? I'm certain you must have seen it making its rounds around Sindria, no? Seems to be quite a misuse of something so grand and powerful. ... Ah, perhaps before we continue, we should meet in person. There is something I want to show you, especially since you've been such a helpful assistant. And don't you worry, I'll have a shuttle come and take you directly to the facility. All you have to do is accept.""",,
kweeniapetus,DialogOptionSelected,"$option == kweenOptioniapetus","FireAll PopulateKweenIapetusOptions","$personLastName's eyes seem to gleam with an eerie glow as that smile on her face twists into a wicked grin.

""Why yes indeed, and I must say there is quite the masterpiece that I have had quite the pleasure of working on. Yet it seems that despite all my hardwork, it has all just gone to waste.""

Kween glances away for a moment. ""Tell me, are you familiar with the Iapetus IS-15000? Such a powerful battleship, the pride of the fleet! But what if I told you there is more to it than just that. ... Ah, perhaps before we continue, we should meet in person. There is something I want to show you, especially since you've been such a helpful assistant. And don't you worry, I'll have a shuttle come and take you directly to the facility. All you have to do is accept.""",,
kweenpeople,DialogOptionSelected,"$option == kweenOptionPeople","FireAll PopulateKweenPeopleOptions",,,
kweengift,DialogOptionSelected,"$option == kweenOptionGift","FireAll PopulateKweenGiftOptions",,,
kweentalk,DialogOptionSelected,"$option == kweenOptiontalk","FireAll PopulateKweenTalkOptions",,,
kweenmenu,DialogOptionSelected,"$option == kweenOptionMenu","FireAll PopulateOptions",,,
"#END sfckweendialoguetree",,,,,,
,,,,,,
# sfciapetus get tree,,,,,,
kweeniapetusstart,PopulateKweenIapetusOptions,,,,,
kweeniapetus1.0,PopulateKweenIapetusOptions,,,,"kweensfyes:""I'll meet with you right away.""",
